sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
TP1179_sample_ger_180.txt_20266-20457,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[20291, 20315, 20374, 20398]","[20296, 20320, 20381, 20404]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20291, end=20296, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20315, end=20320, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20374, end=20381, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20398, end=20404, entitycategory=NAT_LANDFORM, sentimentcategory=5)']","['Platz', 'Bäume', 'Fichten', 'Zirkel']","Ein kleiner aus gehauner Platz , nur einige hohe Bäume standen darauf , wie sie die Natur gruppiert hatte ; Fichten schloffen einen Zirkel darum und ergözten das Auge durch ihre wilde Anmut .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'FLORA', 'FLORA', 'NAT_LANDFORM']","(['Ein', 'kleiner', 'aus', 'gehauner', 'Platz', ',', 'nur', 'einige', 'hohe', 'Bäume', 'standen', 'darauf', ',', 'wie', 'sie', 'die', 'Natur', 'gruppiert', 'hatte', ';', 'Fichten', 'schloffen', 'einen', 'Zirkel', 'darum', 'und', 'ergözten', 'das', 'Auge', 'durch', 'ihre', 'wilde', 'Anmut', '.'], ['O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Ein', 'kleiner', 'aus', 'gehauner', 'Platz', ',', 'nur', 'einige', 'hohe', 'Bäume', 'standen', 'darauf', ',', 'wie', 'sie', 'die', 'Natur', 'gruppiert', 'hatte', ';', 'Fichten', 'schloffen', 'einen', 'Zirkel', 'darum', 'und', 'ergözten', 'das', 'Auge', 'durch', 'ihre', 'wilde', 'Anmut', '.']","['O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_20458-20676,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[20462, 20485, 20509, 20587, 20598, 20610, 20620]","[20469, 20489, 20515, 20590, 20603, 20615, 20639]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20462, end=20469, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20485, end=20489, entitycategory=BIOME)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20509, end=20515, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20587, end=20590, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20598, end=20603, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20610, end=20615, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20620, end=20639, entitycategory=PERSON)']","['Wohnung', 'Wald', 'Tannen', 'Kuh', 'Ziege', 'Pferd', 'des Försters Kinder']","Die Wohnung ward durch den Wald geschüzt ; erhabne Tannen spreite ten ihre Zweige über das Dach , und vor der Thür schienen eine Kuh , eine Ziege , ein Pferd und des Försters Kinder , gleich zufrieden mit ihrem Loose .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'BIOME', 'FLORA', 'FAUNA', 'FAUNA', 'FAUNA', 'PERSON']","(['Die', 'Wohnung', 'ward', 'durch', 'den', 'Wald', 'geschüzt', ';', 'erhabne', 'Tannen', 'spreite', 'ten', 'ihre', 'Zweige', 'über', 'das', 'Dach', ',', 'und', 'vor', 'der', 'Thür', 'schienen', 'eine', 'Kuh', ',', 'eine', 'Ziege', ',', 'ein', 'Pferd', 'und', 'des', 'Försters', 'Kinder', ',', 'gleich', 'zufrieden', 'mit', 'ihrem', 'Loose', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Die', 'Wohnung', 'ward', 'durch', 'den', 'Wald', 'geschüzt', ';', 'erhabne', 'Tannen', 'spreite', 'ten', 'ihre', 'Zweige', 'über', 'das', 'Dach', ',', 'und', 'vor', 'der', 'Thür', 'schienen', 'eine', 'Kuh', ',', 'eine', 'Ziege', ',', 'ein', 'Pferd', 'und', 'des', 'Försters', 'Kinder', ',', 'gleich', 'zufrieden', 'mit', 'ihrem', 'Loose', '.']","['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_20677-20776,['TP1179_sample_ger_180.txt'],[20704],[20708],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20704, end=20708, entitycategory=BIOME)']",['Erde'],"Wenn Zufriedenheit auf der Erde zu Haus ist , so wohnt sie vielleicht im Schooße der Unwissenheit .",['ASPECT'],['BIOME'],"(['Wenn', 'Zufriedenheit', 'auf', 'der', 'Erde', 'zu', 'Haus', 'ist', ',', 'so', 'wohnt', 'sie', 'vielleicht', 'im', 'Schooße', 'der', 'Unwissenheit', '.'], ['O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Wenn', 'Zufriedenheit', 'auf', 'der', 'Erde', 'zu', 'Haus', 'ist', ',', 'so', 'wohnt', 'sie', 'vielleicht', 'im', 'Schooße', 'der', 'Unwissenheit', '.']","['O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_20777-21187,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[20812, 20836, 20881, 20927, 21064, 21120, 21131]","[20831, 20844, 20892, 20933, 21072, 21126, 21137]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20812, end=20831, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20836, end=20844, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20881, end=20892, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20927, end=20933, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21064, end=21072, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21120, end=21126, entitycategory=NAT_PHENOMENON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21131, end=21137, entitycategory=NAT_PHENOMENON)']","['ländlichen Gegenden', 'Norwegen', 'Christiania', 'Norden', 'Norwegen', 'Abende', 'Nächte']","Bei dem Vergnügen , das ich in den ländlichen Gegenden von Norwegen genoßen habe , wird es mir schwer , Christiania zu verlassen , ohne weiter - nach Norden gehn zu können , obwohl der fort rükkende Sommer , meine Geschäfte und mein Herz mich an meine Abreise erinnern . - - - - - - - - Norwegen muß man im Juni und Juli durch reisen , da die Abende und Nächte hier die reizend sten sind , die ich je erlebte .","['NULL_CAT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'NAT_PHENOMENON', 'NAT_PHENOMENON']","(['Bei', 'dem', 'Vergnügen', ',', 'das', 'ich', 'in', 'den', 'ländlichen', 'Gegenden', 'von', 'Norwegen', 'genoßen', 'habe', ',', 'wird', 'es', 'mir', 'schwer', ',', 'Christiania', 'zu', 'verlassen', ',', 'ohne', 'weiter', 'nach', 'Norden', 'gehn', 'zu', 'können', ',', 'obwohl', 'der', 'fort', 'rükkende', 'Sommer', ',', 'meine', 'Geschäfte', 'und', 'mein', 'Herz', 'mich', 'an', 'meine', 'Abreise', 'erinnern', '.', 'Norwegen', 'muß', 'man', 'im', 'Juni', 'und', 'Juli', 'durch', 'reisen', ',', 'da', 'die', 'Abende', 'und', 'Nächte', 'hier', 'die', 'reizend', 'sten', 'sind', ',', 'die', 'ich', 'je', 'erlebte', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Bei', 'dem', 'Vergnügen', ',', 'das', 'ich', 'in', 'den', 'ländlichen', 'Gegenden', 'von', 'Norwegen', 'genoßen', 'habe', ',', 'wird', 'es', 'mir', 'schwer', ',', 'Christiania', 'zu', 'verlassen', ',', 'ohne', 'weiter', 'nach', 'Norden', 'gehn', 'zu', 'können', ',', 'obwohl', 'der', 'fort', 'rükkende', 'Sommer', ',', 'meine', 'Geschäfte', 'und', 'mein', 'Herz', 'mich', 'an', 'meine', 'Abreise', 'erinnern', '.', 'Norwegen', 'muß', 'man', 'im', 'Juni', 'und', 'Juli', 'durch', 'reisen', ',', 'da', 'die', 'Abende', 'und', 'Nächte', 'hier', 'die', 'reizend', 'sten', 'sind', ',', 'die', 'ich', 'je', 'erlebte', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_21188-21332,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[21279, 21313]","[21286, 21320]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21279, end=21286, entitycategory=NAT_PHENOMENON, sentimentcategory=2)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21313, end=21320, entitycategory=WEATHER, sentimentcategory=2)']","['wolkigt', 'regnigt']","Aber in der Mitte des Augusts , und noch mehr gegen Ende desselben , fängt der Himmel an , wolkigt und die Witterung ( 197 ) regnigt zu werden .","['NULL_CAT', 'NULL_CAT']","['NAT_PHENOMENON', 'WEATHER']","(['Aber', 'in', 'der', 'Mitte', 'des', 'Augusts', ',', 'und', 'noch', 'mehr', 'gegen', 'Ende', 'desselben', ',', 'fängt', 'der', 'Himmel', 'an', ',', 'wolkigt', 'und', 'die', 'Witterung', '197', 'regnigt', 'zu', 'werden', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O'])","['Aber', 'in', 'der', 'Mitte', 'des', 'Augusts', ',', 'und', 'noch', 'mehr', 'gegen', 'Ende', 'desselben', ',', 'fängt', 'der', 'Himmel', 'an', ',', 'wolkigt', 'und', 'die', 'Witterung', '197', 'regnigt', 'zu', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_21333-21409,['TP1179_sample_ger_180.txt'],[21374],[21381],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21374, end=21381, entitycategory=FLORA)']",['Früchte'],"Der Sommer entschwindet , eh er noch die Früchte des Herbstes gereift sind .",['ASPECT'],['FLORA'],"(['Der', 'Sommer', 'entschwindet', ',', 'eh', 'er', 'noch', 'die', 'Früchte', 'des', 'Herbstes', 'gereift', 'sind', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O'])","['Der', 'Sommer', 'entschwindet', ',', 'eh', 'er', 'noch', 'die', 'Früchte', 'des', 'Herbstes', 'gereift', 'sind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_2150-2257,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[2185, 2236]","[2191, 2246]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2185, end=2191, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2236, end=2246, entitycategory=PERSON)']","['Mensch', 'Menschheit']","Gott , wie viel Kränkungen muß der Mensch erfahren haben , wenn er den Glauben an die Menschheit verliert .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","(['Gott', ',', 'wie', 'viel', 'Kränkungen', 'muß', 'der', 'Mensch', 'erfahren', 'haben', ',', 'wenn', 'er', 'den', 'Glauben', 'an', 'die', 'Menschheit', 'verliert', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O'])","['Gott', ',', 'wie', 'viel', 'Kränkungen', 'muß', 'der', 'Mensch', 'erfahren', 'haben', ',', 'wenn', 'er', 'den', 'Glauben', 'an', 'die', 'Menschheit', 'verliert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']"
TP1179_sample_ger_180.txt_21510-21564,['TP1179_sample_ger_180.txt'],[21546],[21557],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21546, end=21557, entitycategory=LOCATION)']",['nord- wärts'],"Sie fragen , warum ich noch so gern nord- wärts will ?",['NULL_CAT'],['LOCATION'],"(['Sie', 'fragen', ',', 'warum', 'ich', 'noch', 'so', 'gern', 'nord', 'wärts', 'will', '?'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O'])","['Sie', 'fragen', ',', 'warum', 'ich', 'noch', 'so', 'gern', 'nord', 'wärts', 'will', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O']"
TP1179_sample_ger_180.txt_21565-21820,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[21582, 21683, 21695, 21710, 21746]","[21605, 21690, 21699, 21714, 21757]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21582, end=21605, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21683, end=21690, entitycategory=BIOME)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21695, end=21699, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21710, end=21714, entitycategory=NAT_PHENOMENON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21746, end=21757, entitycategory=PERSON)']","['dieser Theil des Landes', 'Wäldern', 'Seen', 'Luft', 'Ein- wohner']","Nicht nur , weil dieser Theil des Landes , von allen , die ich gesehn habe , der rot mantischste seyn soll , reich an Wäldern und Seen , und die Luft rein , wie nirgends ; auch der Ein- wohner wegen , von deren Geistesbildung ich so viel rühmliches höre .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['LOCATION', 'BIOME', 'NAT_LANDFORM', 'NAT_PHENOMENON', 'PERSON']","(['Nicht', 'nur', ',', 'weil', 'dieser', 'Theil', 'des', 'Landes', ',', 'von', 'allen', ',', 'die', 'ich', 'gesehn', 'habe', ',', 'der', 'rot', 'mantischste', 'seyn', 'soll', ',', 'reich', 'an', 'Wäldern', 'und', 'Seen', ',', 'und', 'die', 'Luft', 'rein', ',', 'wie', 'nirgends', ';', 'auch', 'der', 'Ein', 'wohner', 'wegen', ',', 'von', 'deren', 'Geistesbildung', 'ich', 'so', 'viel', 'rühmliches', 'höre', '.'], ['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Nicht', 'nur', ',', 'weil', 'dieser', 'Theil', 'des', 'Landes', ',', 'von', 'allen', ',', 'die', 'ich', 'gesehn', 'habe', ',', 'der', 'rot', 'mantischste', 'seyn', 'soll', ',', 'reich', 'an', 'Wäldern', 'und', 'Seen', ',', 'und', 'die', 'Luft', 'rein', ',', 'wie', 'nirgends', ';', 'auch', 'der', 'Ein', 'wohner', 'wegen', ',', 'von', 'deren', 'Geistesbildung', 'ich', 'so', 'viel', 'rühmliches', 'höre', '.']","['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_21821-22012,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[21841, 21951]","[21848, 21968]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21841, end=21848, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21951, end=21968, entitycategory=PERSON)']","['Pächter', 'Seeküstenbewohner']","Es sind wohlhabende Pächter , deren Sitteneinfachheit noch nicht durch jene Arg- list verdorben ist , die mir in dem Betragen der Seeküstenbewohner so manche unangenehme Em- pfindung machte .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","(['Es', 'sind', 'wohlhabende', 'Pächter', ',', 'deren', 'Sitteneinfachheit', 'noch', 'nicht', 'durch', 'jene', 'Arg', 'list', 'verdorben', 'ist', ',', 'die', 'mir', 'in', 'dem', 'Betragen', 'der', 'Seeküstenbewohner', 'so', 'manche', 'unangenehme', 'Em', 'pfindung', 'machte', '.'], ['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Es', 'sind', 'wohlhabende', 'Pächter', ',', 'deren', 'Sitteneinfachheit', 'noch', 'nicht', 'durch', 'jene', 'Arg', 'list', 'verdorben', 'ist', ',', 'die', 'mir', 'in', 'dem', 'Betragen', 'der', 'Seeküstenbewohner', 'so', 'manche', 'unangenehme', 'Em', 'pfindung', 'machte', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_22013-22119,['TP1179_sample_ger_180.txt'],[22017],[22023],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22017, end=22023, entitycategory=PERSON)']",['Mensch'],"Ein Mensch , der hier auf einem schlechten Streich ertappt wird , wird unter ihnen nicht länger geduldet .",['NULL_CAT'],['PERSON'],"(['Ein', 'Mensch', ',', 'der', 'hier', 'auf', 'einem', 'schlechten', 'Streich', 'ertappt', 'wird', ',', 'wird', 'unter', 'ihnen', 'nicht', 'länger', 'geduldet', '.'], ['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Ein', 'Mensch', ',', 'der', 'hier', 'auf', 'einem', 'schlechten', 'Streich', 'ertappt', 'wird', ',', 'wird', 'unter', 'ihnen', 'nicht', 'länger', 'geduldet', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_22200-22355,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[22297, 22308]","[22307, 22313]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22297, end=22307, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22308, end=22313, entitycategory=NAT_LANDFORM)']","['westlichen', 'Küste']","Sie haben einen solchen Abscheu gegen alle Arten des Betrugs , daß sie ihren Landsleuten von der westlichen Küste nicht verstatten , unter ihnen zu leben .","['NULL_CAT', 'ASPECT']","['LOCATION', 'NAT_LANDFORM']","(['Sie', 'haben', 'einen', 'solchen', 'Abscheu', 'gegen', 'alle', 'Arten', 'des', 'Betrugs', ',', 'daß', 'sie', 'ihren', 'Landsleuten', 'von', 'der', 'westlichen', 'Küste', 'nicht', 'verstatten', ',', 'unter', 'ihnen', 'zu', 'leben', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Sie', 'haben', 'einen', 'solchen', 'Abscheu', 'gegen', 'alle', 'Arten', 'des', 'Betrugs', ',', 'daß', 'sie', 'ihren', 'Landsleuten', 'von', 'der', 'westlichen', 'Küste', 'nicht', 'verstatten', ',', 'unter', 'ihnen', 'zu', 'leben', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP1179_sample_ger_180.txt_22356-22452,"['TP1179_sample_ger_180.txt', 'TP1179_sample_ger_180.txt']","[22399, 22419]","[22411, 22425]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22399, end=22411, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22419, end=22425, entitycategory=NAT_LANDFORM)']","['Handelsleute', 'Felsen']","Sie verachten alle Künste , durch die jene Handelsleute an den Felsen , so berücht , tigt sind .","['NULL_CAT', 'ASPECT']","['PERSON', 'NAT_LANDFORM']","(['Sie', 'verachten', 'alle', 'Künste', ',', 'durch', 'die', 'jene', 'Handelsleute', 'an', 'den', 'Felsen', ',', 'so', 'berücht', ',', 'tigt', 'sind', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Sie', 'verachten', 'alle', 'Künste', ',', 'durch', 'die', 'jene', 'Handelsleute', 'an', 'den', 'Felsen', ',', 'so', 'berücht', ',', 'tigt', 'sind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
